year,system_name,school_name,subgroup,n_count,n_ready_grad,pct_ready_grad
2019,Davidson County,Nashville Big Picture High School,Hispanic,4,*,*
2019,Davidson County,Nashville Big Picture High School,Non-Economically Disadvantaged,12,6,50
2019,Davidson County,Nashville Big Picture High School,Non-English Learners,26,10,38.5
2019,Davidson County,Nashville Big Picture High School,Non-Students with Disabilities,22,9,40.9
2019,Davidson County,Nashville Big Picture High School,Students with Disabilities,4,*,*
2019,Davidson County,Nashville Big Picture High School,Super Subgroup,21,5,23.8
2019,Davidson County,Nashville Big Picture High School,White,10,8,80
2019,Davidson County,Cane Ridge High School,All Students,427,89,20.8
2019,Davidson County,Cane Ridge High School,American Indian or Alaska Native,1,*,*
2019,Davidson County,Cane Ridge High School,Asian,47,11,23.4
2019,Davidson County,Cane Ridge High School,Black or African American,160,30,18.8
2019,Davidson County,Cane Ridge High School,Black/Hispanic/Native American,319,57,17.9
2019,Davidson County,Cane Ridge High School,Economically Disadvantaged,267,50,18.7
2019,Davidson County,Cane Ridge High School,English Learners with Transitional 1-4,108,9,8.3
2019,Davidson County,Cane Ridge High School,Hispanic,158,26,16.5
2019,Davidson County,Cane Ridge High School,Non-Economically Disadvantaged,160,39,24.4
2019,Davidson County,Cane Ridge High School,Non-English Learners,319,80,25.1
2019,Davidson County,Cane Ridge High School,Non-Students with Disabilities,384,89,23.2
2019,Davidson County,Cane Ridge High School,Students with Disabilities,43,**,**
2019,Davidson County,Cane Ridge High School,Super Subgroup,397,73,18.4
2019,Davidson County,Cane Ridge High School,White,61,21,34.4
2019,Davidson County,East Nashville Magnet High School,All Students,141,38,27
2019,Davidson County,East Nashville Magnet High School,Black or African American,130,34,26.2
2019,Davidson County,East Nashville Magnet High School,Black/Hispanic/Native American,133,34,25.6
2019,Davidson County,East Nashville Magnet High School,Economically Disadvantaged,78,20,25.6
2019,Davidson County,East Nashville Magnet High School,Hispanic,3,*,*
2019,Davidson County,East Nashville Magnet High School,Non-Economically Disadvantaged,63,18,28.6
2019,Davidson County,East Nashville Magnet High School,Non-English Learners,141,38,27
2019,Davidson County,East Nashville Magnet High School,Non-Students with Disabilities,131,37,28.2
2019,Davidson County,East Nashville Magnet High School,Students with Disabilities,10,1,10
2019,Davidson County,East Nashville Magnet High School,Super Subgroup,139,38,27.3
2019,Davidson County,East Nashville Magnet High School,White,8,*,*
2019,Davidson County,Glencliff High School,All Students,308,34,11
2019,Davidson County,Glencliff High School,American Indian or Alaska Native,1,*,*
2019,Davidson County,Glencliff High School,Asian,16,2,12.5
2019,Davidson County,Glencliff High School,Black or African American,78,7,9
2019,Davidson County,Glencliff High School,Black/Hispanic/Native American,237,22,9.3
2019,Davidson County,Glencliff High School,Economically Disadvantaged,230,23,10
2019,Davidson County,Glencliff High School,English Learners with Transitional 1-4,108,**,**
2019,Davidson County,Glencliff High School,Hispanic,158,15,9.5
2019,Davidson County,Glencliff High School,Non-Economically Disadvantaged,78,11,14.1
2019,Davidson County,Glencliff High School,Non-English Learners,200,32,16
2019,Davidson County,Glencliff High School,Non-Students with Disabilities,274,34,12.4
2019,Davidson County,Glencliff High School,Students with Disabilities,34,**,**
2019,Davidson County,Glencliff High School,Super Subgroup,292,30,10.3
2019,Davidson County,Glencliff High School,White,55,10,18.2
2019,Davidson County,Harris-Hillman Special Education,All Students,2,*,*
2019,Davidson County,Harris-Hillman Special Education,Black/Hispanic/Native American,1,*,*
2019,Davidson County,Harris-Hillman Special Education,Economically Disadvantaged,2,*,*
2019,Davidson County,Harris-Hillman Special Education,English Learners with Transitional 1-4,1,*,*
2019,Davidson County,Harris-Hillman Special Education,Hispanic,1,*,*
2019,Davidson County,Harris-Hillman Special Education,Non-English Learners,1,*,*
2019,Davidson County,Harris-Hillman Special Education,Students with Disabilities,2,*,*
2019,Davidson County,Harris-Hillman Special Education,Super Subgroup,2,*,*
2019,Davidson County,Harris-Hillman Special Education,White,1,*,*
2019,Davidson County,Hillsboro High,All Students,277,121,43.7
2019,Davidson County,Hillsboro High,Asian,9,*,*
2019,Davidson County,Hillsboro High,Black or African American,157,35,22.3
2019,Davidson County,Hillsboro High,Black/Hispanic/Native American,171,42,24.6
2019,Davidson County,Hillsboro High,Economically Disadvantaged,118,25,21.2
2019,Davidson County,Hillsboro High,English Learners with Transitional 1-4,10,3,30
2019,Davidson County,Hillsboro High,Hispanic,14,7,50
2019,Davidson County,Hillsboro High,Non-Economically Disadvantaged,159,96,60.4
2019,Davidson County,Hillsboro High,Non-English Learners,267,118,44.2
2019,Davidson County,Hillsboro High,Non-Students with Disabilities,240,116,48.3
2019,Davidson County,Hillsboro High,Students with Disabilities,37,5,13.5
2019,Davidson County,Hillsboro High,Super Subgroup,199,55,27.6
2019,Davidson County,Hillsboro High,White,97,74,76.3
2019,Davidson County,Hillwood High,All Students,287,98,34.1
2019,Davidson County,Hillwood High,Asian,20,15,75
2019,Davidson County,Hillwood High,Black or African American,97,17,17.5
2019,Davidson County,Hillwood High,Black/Hispanic/Native American,141,32,22.7
2019,Davidson County,Hillwood High,Economically Disadvantaged,128,29,22.7
2019,Davidson County,Hillwood High,English Learners with Transitional 1-4,28,5,17.9
2019,Davidson County,Hillwood High,Hispanic,44,15,34.1
2019,Davidson County,Hillwood High,Non-Economically Disadvantaged,159,69,43.4
2019,Davidson County,Hillwood High,Non-English Learners,259,93,35.9
2019,Davidson County,Hillwood High,Non-Students with Disabilities,235,94,40
2019,Davidson County,Hillwood High,Students with Disabilities,52,4,7.7
2019,Davidson County,Hillwood High,Super Subgroup,202,47,23.3
2019,Davidson County,Hillwood High,White,126,51,40.5
2019,Davidson County,Hume - Fogg High,All Students,208,**,**
2019,Davidson County,Hume - Fogg High,American Indian or Alaska Native,1,*,*
2019,Davidson County,Hume - Fogg High,Asian,21,**,**
2019,Davidson County,Hume - Fogg High,Black or African American,50,**,**
2019,Davidson County,Hume - Fogg High,Black/Hispanic/Native American,63,**,**
2019,Davidson County,Hume - Fogg High,Economically Disadvantaged,26,**,**
2019,Davidson County,Hume - Fogg High,English Learners with Transitional 1-4,1,*,*
2019,Davidson County,Hume - Fogg High,Hispanic,12,**,**
2019,Davidson County,Hume - Fogg High,Native Hawaiian or Other Pacific Islander,1,*,*
2019,Davidson County,Hume - Fogg High,Non-Economically Disadvantaged,182,**,**
2019,Davidson County,Hume - Fogg High,Non-English Learners,207,**,**
2019,Davidson County,Hume - Fogg High,Non-Students with Disabilities,203,**,**
2019,Davidson County,Hume - Fogg High,Students with Disabilities,5,*,*
2019,Davidson County,Hume - Fogg High,Super Subgroup,83,**,**
2019,Davidson County,Hume - Fogg High,White,123,**,**
2019,Davidson County,Hunters Lane High,All Students,396,52,13.1
2019,Davidson County,Hunters Lane High,American Indian or Alaska Native,2,*,*
2019,Davidson County,Hunters Lane High,Asian,5,*,*
2019,Davidson County,Hunters Lane High,Black or African American,192,21,10.9
2019,Davidson County,Hunters Lane High,Black/Hispanic/Native American,325,34,10.5
2019,Davidson County,Hunters Lane High,Economically Disadvantaged,264,25,9.5
2019,Davidson County,Hunters Lane High,English Learners with Transitional 1-4,85,**,**
2019,Davidson County,Hunters Lane High,Hispanic,131,13,9.9
2019,Davidson County,Hunters Lane High,Native Hawaiian or Other Pacific Islander,1,*,*
2019,Davidson County,Hunters Lane High,Non-Economically Disadvantaged,132,27,20.5
2019,Davidson County,Hunters Lane High,Non-English Learners,311,51,16.4
2019,Davidson County,Hunters Lane High,Non-Students with Disabilities,345,51,14.8
2019,Davidson County,Hunters Lane High,Students with Disabilities,51,**,**
2019,Davidson County,Hunters Lane High,Super Subgroup,379,45,11.9
2019,Davidson County,Hunters Lane High,White,65,15,23.1
2019,Davidson County,John Overton High,All Students,463,136,29.4
2019,Davidson County,John Overton High,American Indian or Alaska Native,1,*,*
2019,Davidson County,John Overton High,Asian,55,20,36.4
2019,Davidson County,John Overton High,Black or African American,103,30,29.1
2019,Davidson County,John Overton High,Black/Hispanic/Native American,266,59,22.2
2019,Davidson County,John Overton High,Economically Disadvantaged,269,54,20.1
2019,Davidson County,John Overton High,English Learners with Transitional 1-4,124,7,5.6
2019,Davidson County,John Overton High,Hispanic,162,28,17.3
2019,Davidson County,John Overton High,Non-Economically Disadvantaged,194,82,42.3
2019,Davidson County,John Overton High,Non-English Learners,339,129,38.1
2019,Davidson County,John Overton High,Non-Students with Disabilities,419,131,31.3
2019,Davidson County,John Overton High,Students with Disabilities,44,5,11.4
2019,Davidson County,John Overton High,Super Subgroup,386,86,22.3
2019,Davidson County,John Overton High,White,142,57,40.1
2019,Davidson County,Middle College High,All Students,24,19,79.2
2019,Davidson County,Middle College High,Black or African American,10,8,80
2019,Davidson County,Middle College High,Black/Hispanic/Native American,11,8,72.7
2019,Davidson County,Middle College High,Economically Disadvantaged,8,*,*
2019,Davidson County,Middle College High,English Learners with Transitional 1-4,1,*,*
2019,Davidson County,Middle College High,Hispanic,1,*,*
2019,Davidson County,Middle College High,Non-Economically Disadvantaged,16,13,81.3
2019,Davidson County,Middle College High,Non-English Learners,23,18,78.3
2019,Davidson County,Middle College High,Non-Students with Disabilities,21,17,81
2019,Davidson County,Middle College High,Students with Disabilities,3,*,*
2019,Davidson County,Middle College High,Super Subgroup,15,11,73.3
2019,Davidson County,Middle College High,White,13,11,84.6
2019,Davidson County,Cora Howe School,All Students,15,1,6.7
2019,Davidson County,Cora Howe School,Black or African American,8,*,*
2019,Davidson County,Cora Howe School,Black/Hispanic/Native American,10,**,**
2019,Davidson County,Cora Howe School,Economically Disadvantaged,7,*,*
2019,Davidson County,Cora Howe School,English Learners with Transitional 1-4,2,*,*
2019,Davidson County,Cora Howe School,Hispanic,2,*,*
2019,Davidson County,Cora Howe School,Non-Economically Disadvantaged,8,*,*
2019,Davidson County,Cora Howe School,Non-English Learners,13,1,7.7
2019,Davidson County,Cora Howe School,Students with Disabilities,15,1,6.7
2019,Davidson County,Cora Howe School,Super Subgroup,15,1,6.7
2019,Davidson County,Cora Howe School,White,5,*,*
2019,Davidson County,Maplewood High,All Students,224,**,**
2019,Davidson County,Maplewood High,Black or African American,167,**,**
2019,Davidson County,Maplewood High,Black/Hispanic/Native American,200,**,**
2019,Davidson County,Maplewood High,Economically Disadvantaged,184,**,**
2019,Davidson County,Maplewood High,English Learners with Transitional 1-4,26,**,**
2019,Davidson County,Maplewood High,Hispanic,33,**,**
2019,Davidson County,Maplewood High,Non-Economically Disadvantaged,40,**,**
2019,Davidson County,Maplewood High,Non-English Learners,198,10,5.1
2019,Davidson County,Maplewood High,Non-Students with Disabilities,185,10,5.4
2019,Davidson County,Maplewood High,Students with Disabilities,39,**,**
2019,Davidson County,Maplewood High,Super Subgroup,218,**,**
2019,Davidson County,Maplewood High,White,24,3,12.5
2019,Davidson County,Martin Luther King Jr School,All Students,237,222,93.7
2019,Davidson County,Martin Luther King Jr School,American Indian or Alaska Native,1,*,*
2019,Davidson County,Martin Luther King Jr School,Asian,25,**,**
2019,Davidson County,Martin Luther King Jr School,Black or African American,112,98,87.5
2019,Davidson County,Martin Luther King Jr School,Black/Hispanic/Native American,127,113,89
2019,Davidson County,Martin Luther King Jr School,Economically Disadvantaged,51,45,88.2
2019,Davidson County,Martin Luther King Jr School,English Learners with Transitional 1-4,2,*,*
2019,Davidson County,Martin Luther King Jr School,Hispanic,14,**,**
2019,Davidson County,Martin Luther King Jr School,Native Hawaiian or Other Pacific Islander,1,*,*
2019,Davidson County,Martin Luther King Jr School,Non-Economically Disadvantaged,186,**,**
2019,Davidson County,Martin Luther King Jr School,Non-English Learners,235,221,94
2019,Davidson County,Martin Luther King Jr School,Non-Students with Disabilities,236,221,93.6
2019,Davidson County,Martin Luther King Jr School,Students with Disabilities,1,*,*
2019,Davidson County,Martin Luther King Jr School,Super Subgroup,143,129,90.2
2019,Davidson County,Martin Luther King Jr School,White,84,**,**
2019,Davidson County,McGavock High,All Students,525,160,30.5
2019,Davidson County,McGavock High,American Indian or Alaska Native,3,*,*
2019,Davidson County,McGavock High,Asian,13,6,46.2
2019,Davidson County,McGavock High,Black or African American,192,32,16.7
2019,Davidson County,McGavock High,Black/Hispanic/Native American,300,63,21
2019,Davidson County,McGavock High,Economically Disadvantaged,302,60,19.9
2019,Davidson County,McGavock High,English Learners with Transitional 1-4,32,3,9.4
2019,Davidson County,McGavock High,Hispanic,105,31,29.5
2019,Davidson County,McGavock High,Non-Economically Disadvantaged,223,100,44.8
2019,Davidson County,McGavock High,Non-English Learners,493,157,31.8
2019,Davidson County,McGavock High,Non-Students with Disabilities,447,156,34.9
2019,Davidson County,McGavock High,Students with Disabilities,78,4,5.1
2019,Davidson County,McGavock High,Super Subgroup,416,92,22.1
2019,Davidson County,McGavock High,White,212,91,42.9
2019,Davidson County,Nashville School Of The Arts,All Students,110,63,57.3
2019,Davidson County,Nashville School Of The Arts,American Indian or Alaska Native,2,*,*
2019,Davidson County,Nashville School Of The Arts,Asian,2,*,*
2019,Davidson County,Nashville School Of The Arts,Black or African American,37,15,40.5
2019,Davidson County,Nashville School Of The Arts,Black/Hispanic/Native American,58,28,48.3
2019,Davidson County,Nashville School Of The Arts,Economically Disadvantaged,29,13,44.8
2019,Davidson County,Nashville School Of The Arts,Hispanic,19,11,57.9
2019,Davidson County,Nashville School Of The Arts,Non-Economically Disadvantaged,81,50,61.7
2019,Davidson County,Nashville School Of The Arts,Non-English Learners,110,63,57.3
2019,Davidson County,Nashville School Of The Arts,Non-Students with Disabilities,102,60,58.8
2019,Davidson County,Nashville School Of The Arts,Students with Disabilities,8,*,*
2019,Davidson County,Nashville School Of The Arts,Super Subgroup,68,33,48.5
2019,Davidson County,Nashville School Of The Arts,White,50,33,66
2019,Davidson County,Pearl-Cohn High,All Students,161,11,6.8
2019,Davidson County,Pearl-Cohn High,American Indian or Alaska Native,1,*,*
2019,Davidson County,Pearl-Cohn High,Black or African American,148,11,7.4
2019,Davidson County,Pearl-Cohn High,Black/Hispanic/Native American,157,11,7
2019,Davidson County,Pearl-Cohn High,Economically Disadvantaged,139,7,5
2019,Davidson County,Pearl-Cohn High,English Learners with Transitional 1-4,7,*,*
2019,Davidson County,Pearl-Cohn High,Hispanic,8,*,*
2019,Davidson County,Pearl-Cohn High,Non-Economically Disadvantaged,22,4,18.2
2019,Davidson County,Pearl-Cohn High,Non-English Learners,154,11,7.1
2019,Davidson County,Pearl-Cohn High,Non-Students with Disabilities,118,10,8.5
2019,Davidson County,Pearl-Cohn High,Students with Disabilities,43,**,**
2019,Davidson County,Pearl-Cohn High,Super Subgroup,159,11,6.9
2019,Davidson County,Pearl-Cohn High,White,4,*,*
2019,Davidson County,The Academy at Opry Mills,All Students,101,14,13.9
2019,Davidson County,The Academy at Opry Mills,Asian,2,*,*
2019,Davidson County,The Academy at Opry Mills,Black or African American,50,3,6
2019,Davidson County,The Academy at Opry Mills,Black/Hispanic/Native American,71,7,9.9
2019,Davidson County,The Academy at Opry Mills,Economically Disadvantaged,59,6,10.2
2019,Davidson County,The Academy at Opry Mills,English Learners with Transitional 1-4,7,*,*
2019,Davidson County,The Academy at Opry Mills,Hispanic,21,4,19
2019,Davidson County,The Academy at Opry Mills,Non-Economically Disadvantaged,42,8,19
2019,Davidson County,The Academy at Opry Mills,Non-English Learners,94,13,13.8
2019,Davidson County,The Academy at Opry Mills,Non-Students with Disabilities,96,14,14.6
2019,Davidson County,The Academy at Opry Mills,Students with Disabilities,5,*,*
2019,Davidson County,The Academy at Opry Mills,Super Subgroup,80,9,11.3
2019,Davidson County,The Academy at Opry Mills,White,28,7,25
2019,Davidson County,The Academy at Old Cockrill,All Students,127,16,12.6
2019,Davidson County,The Academy at Old Cockrill,Asian,3,*,*
2019,Davidson County,The Academy at Old Cockrill,Black or African American,80,**,**
2019,Davidson County,The Academy at Old Cockrill,Black/Hispanic/Native American,92,**,**
2019,Davidson County,The Academy at Old Cockrill,Economically Disadvantaged,84,6,7.1
2019,Davidson County,The Academy at Old Cockrill,English Learners with Transitional 1-4,3,*,*
2019,Davidson County,The Academy at Old Cockrill,Hispanic,12,1,8.3
2019,Davidson County,The Academy at Old Cockrill,Native Hawaiian or Other Pacific Islander,1,*,*
2019,Davidson County,The Academy at Old Cockrill,Non-Economically Disadvantaged,43,10,23.3
2019,Davidson County,The Academy at Old Cockrill,Non-English Learners,124,16,12.9
2019,Davidson County,The Academy at Old Cockrill,Non-Students with Disabilities,109,12,11
2019,Davidson County,The Academy at Old Cockrill,Students with Disabilities,18,4,22.2
2019,Davidson County,The Academy at Old Cockrill,Super Subgroup,109,8,7.3
2019,Davidson County,The Academy at Old Cockrill,White,31,11,35.5
2019,Davidson County,Stratford STEM Magnet School,All Students,186,40,21.5
2019,Davidson County,Stratford STEM Magnet School,American Indian or Alaska Native,1,*,*
2019,Davidson County,Stratford STEM Magnet School,Asian,5,*,*
2019,Davidson County,Stratford STEM Magnet School,Black or African American,120,16,13.3
2019,Davidson County,Stratford STEM Magnet School,Black/Hispanic/Native American,140,23,16.4
2019,Davidson County,Stratford STEM Magnet School,Economically Disadvantaged,139,22,15.8
2019,Davidson County,Stratford STEM Magnet School,English Learners with Transitional 1-4,15,2,13.3
2019,Davidson County,Stratford STEM Magnet School,Hispanic,19,6,31.6
2019,Davidson County,Stratford STEM Magnet School,Non-Economically Disadvantaged,47,18,38.3
2019,Davidson County,Stratford STEM Magnet School,Non-English Learners,171,38,22.2
2019,Davidson County,Stratford STEM Magnet School,Non-Students with Disabilities,148,39,26.4
2019,Davidson County,Stratford STEM Magnet School,Students with Disabilities,38,**,**
2019,Davidson County,Stratford STEM Magnet School,Super Subgroup,168,31,18.5
2019,Davidson County,Stratford STEM Magnet School,White,41,15,36.6
2019,Davidson County,Whites Creek High,All Students,181,26,14.4
2019,Davidson County,Whites Creek High,Asian,1,*,*
2019,Davidson County,Whites Creek High,Black or African American,145,16,11
2019,Davidson County,Whites Creek High,Black/Hispanic/Native American,157,18,11.5
2019,Davidson County,Whites Creek High,Economically Disadvantaged,144,17,11.8
2019,Davidson County,Whites Creek High,English Learners with Transitional 1-4,4,*,*
2019,Davidson County,Whites Creek High,Hispanic,12,2,16.7
2019,Davidson County,Whites Creek High,Non-Economically Disadvantaged,37,9,24.3
2019,Davidson County,Whites Creek High,Non-English Learners,177,26,14.7
2019,Davidson County,Whites Creek High,Non-Students with Disabilities,141,26,18.4
2019,Davidson County,Whites Creek High,Students with Disabilities,40,**,**
2019,Davidson County,Whites Creek High,Super Subgroup,175,22,12.6
2019,Davidson County,Whites Creek High,White,23,7,30.4
2019,Davidson County,The Academy at Hickory Hollow,All Students,167,12,7.2
2019,Davidson County,The Academy at Hickory Hollow,Asian,6,*,*
2019,Davidson County,The Academy at Hickory Hollow,Black or African American,46,6,13
2019,Davidson County,The Academy at Hickory Hollow,Black/Hispanic/Native American,121,7,5.8
2019,Davidson County,The Academy at Hickory Hollow,Economically Disadvantaged,122,**,**
2019,Davidson County,The Academy at Hickory Hollow,English Learners with Transitional 1-4,44,**,**
2019,Davidson County,The Academy at Hickory Hollow,Hispanic,75,**,**
2019,Davidson County,The Academy at Hickory Hollow,Non-Economically Disadvantaged,45,8,17.8
2019,Davidson County,The Academy at Hickory Hollow,Non-English Learners,123,12,9.8
2019,Davidson County,The Academy at Hickory Hollow,Non-Students with Disabilities,160,11,6.9
2019,Davidson County,The Academy at Hickory Hollow,Students with Disabilities,7,*,*
2019,Davidson County,The Academy at Hickory Hollow,Super Subgroup,153,10,6.5
2019,Davidson County,The Academy at Hickory Hollow,White,40,5,12.5
2019,Davidson County,Transitions at Bass,All Students,14,**,**
2019,Davidson County,Transitions at Bass,Black or African American,12,**,**
2019,Davidson County,Transitions at Bass,Black/Hispanic/Native American,13,**,**
2019,Davidson County,Transitions at Bass,Economically Disadvantaged,12,**,**
2019,Davidson County,Transitions at Bass,English Learners with Transitional 1-4,1,*,*
2019,Davidson County,Transitions at Bass,Hispanic,1,*,*
2019,Davidson County,Transitions at Bass,Non-Economically Disadvantaged,2,*,*
2019,Davidson County,Transitions at Bass,Non-English Learners,13,**,**
2019,Davidson County,Transitions at Bass,Non-Students with Disabilities,9,*,*
2019,Davidson County,Transitions at Bass,Students with Disabilities,5,*,*
2019,Davidson County,Transitions at Bass,Super Subgroup,14,**,**
2019,Davidson County,Transitions at Bass,White,1,*,*
2019,Davidson County,The Cohn Learning Center,All Students,48,**,**
2019,Davidson County,The Cohn Learning Center,Black or African American,37,**,**
2019,Davidson County,The Cohn Learning Center,Black/Hispanic/Native American,42,**,**
2019,Davidson County,The Cohn Learning Center,Economically Disadvantaged,44,**,**
2019,Davidson County,The Cohn Learning Center,English Learners with Transitional 1-4,1,*,*
2019,Davidson County,The Cohn Learning Center,Hispanic,5,*,*
2019,Davidson County,The Cohn Learning Center,Non-Economically Disadvantaged,4,*,*
2019,Davidson County,The Cohn Learning Center,Non-English Learners,47,**,**
2019,Davidson County,The Cohn Learning Center,Non-Students with Disabilities,25,**,**
2019,Davidson County,The Cohn Learning Center,Students with Disabilities,23,**,**
2019,Davidson County,The Cohn Learning Center,Super Subgroup,48,**,**
2019,Davidson County,The Cohn Learning Center,White,6,*,*
2019,Davidson County,Lead Academy,All Students,86,42,48.8
2019,Davidson County,Lead Academy,Asian,1,*,*
2019,Davidson County,Lead Academy,Black or African American,36,14,38.9
2019,Davidson County,Lead Academy,Black/Hispanic/Native American,78,39,50
2019,Davidson County,Lead Academy,Economically Disadvantaged,56,24,42.9
2019,Davidson County,Lead Academy,English Learners with Transitional 1-4,15,3,20
2019,Davidson County,Lead Academy,Hispanic,42,25,59.5
2019,Davidson County,Lead Academy,Non-Economically Disadvantaged,30,18,60
2019,Davidson County,Lead Academy,Non-English Learners,71,39,54.9
2019,Davidson County,Lead Academy,Non-Students with Disabilities,76,40,52.6
2019,Davidson County,Lead Academy,Students with Disabilities,10,2,20
2019,Davidson County,Lead Academy,Super Subgroup,83,39,47
2019,Davidson County,Lead Academy,White,7,*,*
2019,Davidson County,KIPP Nashville Collegiate High School,All Students,56,37,66.1
2019,Davidson County,KIPP Nashville Collegiate High School,Black or African American,34,27,79.4
2019,Davidson County,KIPP Nashville Collegiate High School,Black/Hispanic/Native American,51,34,66.7
2019,Davidson County,KIPP Nashville Collegiate High School,Economically Disadvantaged,37,19,51.4
2019,Davidson County,KIPP Nashville Collegiate High School,English Learners with Transitional 1-4,3,*,*
2019,Davidson County,KIPP Nashville Collegiate High School,Hispanic,17,7,41.2
2019,Davidson County,KIPP Nashville Collegiate High School,Non-Economically Disadvantaged,19,18,94.7
2019,Davidson County,KIPP Nashville Collegiate High School,Non-English Learners,53,37,69.8
2019,Davidson County,KIPP Nashville Collegiate High School,Non-Students with Disabilities,52,36,69.2
2019,Davidson County,KIPP Nashville Collegiate High School,Students with Disabilities,4,*,*
2019,Davidson County,KIPP Nashville Collegiate High School,Super Subgroup,56,37,66.1
2019,Davidson County,KIPP Nashville Collegiate High School,White,5,*,*
2019,Davidson County,Knowledge Academies High School,All Students,72,16,22.2
2019,Davidson County,Knowledge Academies High School,American Indian or Alaska Native,1,*,*
2019,Davidson County,Knowledge Academies High School,Asian,1,*,*
2019,Davidson County,Knowledge Academies High School,Black or African American,33,6,18.2
2019,Davidson County,Knowledge Academies High School,Black/Hispanic/Native American,63,10,15.9
2019,Davidson County,Knowledge Academies High School,Economically Disadvantaged,46,11,23.9
2019,Davidson County,Knowledge Academies High School,English Learners with Transitional 1-4,11,**,**
2019,Davidson County,Knowledge Academies High School,Hispanic,29,4,13.8
2019,Davidson County,Knowledge Academies High School,Non-Economically Disadvantaged,26,5,19.2
2019,Davidson County,Knowledge Academies High School,Non-English Learners,61,16,26.2
2019,Davidson County,Knowledge Academies High School,Non-Students with Disabilities,66,16,24.2
2019,Davidson County,Knowledge Academies High School,Students with Disabilities,6,*,*
2019,Davidson County,Knowledge Academies High School,Super Subgroup,67,13,19.4
2019,Davidson County,Knowledge Academies High School,White,8,*,*
2019,Davidson County,STEM Prep High School,All Students,101,53,52.5
2019,Davidson County,STEM Prep High School,Asian,1,*,*
2019,Davidson County,STEM Prep High School,Black or African American,14,9,64.3
2019,Davidson County,STEM Prep High School,Black/Hispanic/Native American,78,40,51.3
2019,Davidson County,STEM Prep High School,Economically Disadvantaged,70,29,41.4
2019,Davidson County,STEM Prep High School,English Learners with Transitional 1-4,27,2,7.4
2019,Davidson County,STEM Prep High School,Hispanic,64,31,48.4
2019,Davidson County,STEM Prep High School,Non-Economically Disadvantaged,31,24,77.4
2019,Davidson County,STEM Prep High School,Non-English Learners,74,51,68.9
2019,Davidson County,STEM Prep High School,Non-Students with Disabilities,85,51,60
2019,Davidson County,STEM Prep High School,Students with Disabilities,16,2,12.5
2019,Davidson County,STEM Prep High School,Super Subgroup,95,47,49.5
2019,Davidson County,STEM Prep High School,White,22,12,54.5
2019,Davidson County,RePublic High School,All Students,127,57,44.9
2019,Davidson County,RePublic High School,Asian,1,*,*
2019,Davidson County,RePublic High School,Black or African American,94,36,38.3
2019,Davidson County,RePublic High School,Black/Hispanic/Native American,119,51,42.9
2019,Davidson County,RePublic High School,Economically Disadvantaged,84,31,36.9
2019,Davidson County,RePublic High School,English Learners with Transitional 1-4,3,*,*
2019,Davidson County,RePublic High School,Hispanic,25,15,60
2019,Davidson County,RePublic High School,Non-Economically Disadvantaged,43,26,60.5
2019,Davidson County,RePublic High School,Non-English Learners,124,57,46
2019,Davidson County,RePublic High School,Non-Students with Disabilities,112,55,49.1
2019,Davidson County,RePublic High School,Students with Disabilities,15,2,13.3
2019,Davidson County,RePublic High School,Super Subgroup,122,53,43.4
2019,Davidson County,RePublic High School,White,7,*,*
2020,Davidson County,MNPS Virtual School,All Students,20,9,45
2020,Davidson County,MNPS Virtual School,Asian,1,*,*
2020,Davidson County,MNPS Virtual School,Black or African American,1,*,*
2020,Davidson County,MNPS Virtual School,Black/Hispanic/Native American,1,*,*
2020,Davidson County,MNPS Virtual School,Economically Disadvantaged,4,*,*
2020,Davidson County,MNPS Virtual School,English Learners with Transitional 1-4,1,*,*
2020,Davidson County,MNPS Virtual School,Non-Economically Disadvantaged,16,8,50
2020,Davidson County,MNPS Virtual School,Non-English Learners,19,9,47.4
2020,Davidson County,MNPS Virtual School,Non-Students with Disabilities,20,9,45
2020,Davidson County,MNPS Virtual School,Super Subgroup,5,*,*
2020,Davidson County,MNPS Virtual School,White,18,9,50
2020,Davidson County,Antioch High School,All Students,518,87,16.8
2020,Davidson County,Antioch High School,Asian,16,1,6.3
2020,Davidson County,Antioch High School,Black or African American,173,30,17.3
2020,Davidson County,Antioch High School,Black/Hispanic/Native American,392,56,14.3
2020,Davidson County,Antioch High School,Economically Disadvantaged,316,38,12
2020,Davidson County,Antioch High School,English Learners with Transitional 1-4,153,**,**
2020,Davidson County,Antioch High School,Hispanic,219,26,11.9
2020,Davidson County,Antioch High School,Non-Economically Disadvantaged,202,49,24.3
2020,Davidson County,Antioch High School,Non-English Learners,365,85,23.3
2020,Davidson County,Antioch High School,Non-Students with Disabilities,465,87,18.7
2020,Davidson County,Antioch High School,Students with Disabilities,53,**,**
2020,Davidson County,Antioch High School,Super Subgroup,481,72,15
2020,Davidson County,Antioch High School,White,110,30,27.3
2020,Davidson County,Nashville Big Picture High School,All Students,24,3,12.5
2020,Davidson County,Nashville Big Picture High School,Asian,1,*,*
2020,Davidson County,Nashville Big Picture High School,Black or African American,15,1,6.7
2020,Davidson County,Nashville Big Picture High School,Black/Hispanic/Native American,19,2,10.5
2020,Davidson County,Nashville Big Picture High School,Economically Disadvantaged,11,1,9.1
2020,Davidson County,Nashville Big Picture High School,English Learners with Transitional 1-4,1,*,*
2020,Davidson County,Nashville Big Picture High School,Hispanic,4,*,*
